id,name,brand,price_inr,rating,rating_count,gender,wear_type,category,category_label,slot,occasion,tags,description,description_source,image,image_url,site,product_url,collected_at,base_colour,season,usage
fpi_36486,Spinn Men Newport Black Shoes,Spinn,1947,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;black;summer;casual,Spinn Men Newport Black Shoes. Black Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/36486.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/36486.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=36486.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_13131,Provogue Men Brown Formal Shoes,Provogue,3163,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;brown;fall;formal,Provogue Men Brown Formal Shoes. Brown Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Fall.,fashion-product-images,images/fpi/13131.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/13131.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=13131.jpg,2024-01-01T00:00:00+00:00,brown,fall,formal
fpi_8256,Puma Men's Silly Point White Shoe,Puma,1951,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;white;summer;sports,Puma Men's Silly Point White Shoe. White Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/8256.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/8256.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=8256.jpg,2024-01-01T00:00:00+00:00,white,summer,sports
fpi_35055,Windsor Men Black Formal Shoes,Windsor,3032,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;black;summer;formal,Windsor Men Black Formal Shoes. Black Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Summer.,fashion-product-images,images/fpi/35055.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/35055.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=35055.jpg,2024-01-01T00:00:00+00:00,black,summer,formal
fpi_57508,Lee Cooper Men Brown Sandals,Lee,1974,4.0,50.0,men,western,sandals,Sandals,footwear,casual,men;western;sandals;casual;brown;summer;casual,Lee Cooper Men Brown Sandals. Brown Sandals for men. Category: Sandal/Sandals. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/57508.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/57508.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=57508.jpg,2024-01-01T00:00:00+00:00,brown,summer,casual
fpi_15519,Rockport Men Jelba Brown Flip Flops,Rockport,2246,4.0,50.0,men,western,flip-flops,Flip Flops,footwear,casual,men;western;flip-flops;casual;brown;fall;casual,Rockport Men Jelba Brown Flip Flops. Brown Flip Flops for men. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/15519.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/15519.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=15519.jpg,2024-01-01T00:00:00+00:00,brown,fall,casual
fpi_5316,Red Tape Men's Brown Formal Shoe,Red,2645,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;brown;winter;formal,Red Tape Men's Brown Formal Shoe. Brown Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Winter.,fashion-product-images,images/fpi/5316.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/5316.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=5316.jpg,2024-01-01T00:00:00+00:00,brown,winter,formal
fpi_11976,Fila Men Paramount Plus Black Shoes,Fila,2196,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;black;summer;casual,Fila Men Paramount Plus Black Shoes. Black Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/11976.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/11976.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=11976.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_57934,Clarks Men Brown Sandals,Clarks,1991,4.0,50.0,men,western,sandals,Sandals,footwear,casual,men;western;sandals;casual;brown;spring;casual,Clarks Men Brown Sandals. Brown Sandals for men. Category: Sandal/Sandals. Intended usage: Casual. Season: Spring.,fashion-product-images,images/fpi/57934.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/57934.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=57934.jpg,2024-01-01T00:00:00+00:00,brown,spring,casual
fpi_4171,Reebok Men's Easytone Inspire White Shoe,Reebok,2006,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;white;summer;sports,Reebok Men's Easytone Inspire White Shoe. White Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/4171.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/4171.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=4171.jpg,2024-01-01T00:00:00+00:00,white,summer,sports
fpi_39291,Red Chief Men Khaki Shoes,Red,2284,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;khaki;winter;casual,Red Chief Men Khaki Shoes. Khaki Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/39291.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/39291.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=39291.jpg,2024-01-01T00:00:00+00:00,khaki,winter,casual
fpi_5291,Lee Cooper Men Black Semi Formal Shoe,Lee,2863,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;black;summer;formal,Lee Cooper Men Black Semi Formal Shoe. Black Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Summer.,fashion-product-images,images/fpi/5291.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/5291.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=5291.jpg,2024-01-01T00:00:00+00:00,black,summer,formal
fpi_9030,Buckaroo Men loma Brown Casual Shoes,Buckaroo,2305,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;brown;winter;casual,Buckaroo Men loma Brown Casual Shoes. Brown Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/9030.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/9030.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=9030.jpg,2024-01-01T00:00:00+00:00,brown,winter,casual
fpi_22248,ID Men Green Casual Sandals,ID,2068,4.0,50.0,men,western,sandals,Sandals,footwear,casual,men;western;sandals;casual;green;fall;casual,ID Men Green Casual Sandals. Green Sandals for men. Category: Sandal/Sandals. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/22248.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/22248.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=22248.jpg,2024-01-01T00:00:00+00:00,green,fall,casual
fpi_44572,Coolers Men Black Sports Sandals,Coolers,967,4.0,50.0,men,western,sports-sandals,Sports Sandals,footwear,casual,men;western;sports-sandals;casual;black;summer;casual,Coolers Men Black Sports Sandals. Black Sports Sandals for men. Category: Sandal/Sports Sandals. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/44572.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/44572.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=44572.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_6503,Red Tape Men Black Shoes,Red,2509,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;black;winter;formal,Red Tape Men Black Shoes. Black Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Winter.,fashion-product-images,images/fpi/6503.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/6503.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=6503.jpg,2024-01-01T00:00:00+00:00,black,winter,formal
fpi_12506,Red Tape Men Brown Shoes,Red,2454,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;brown;winter;casual,Red Tape Men Brown Shoes. Brown Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/12506.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/12506.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=12506.jpg,2024-01-01T00:00:00+00:00,brown,winter,casual
fpi_39637,Lotto Men White Sports Shoes,Lotto,2390,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;white;summer;sports,Lotto Men White Sports Shoes. White Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/39637.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/39637.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=39637.jpg,2024-01-01T00:00:00+00:00,white,summer,sports
fpi_43884,Puma Men Grey Street Jump Shoes,Puma,1922,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;grey;summer;casual,Puma Men Grey Street Jump Shoes. Grey Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/43884.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/43884.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=43884.jpg,2024-01-01T00:00:00+00:00,grey,summer,casual
fpi_5405,Kalenji Ekiden Comfort Prime 2011,Kalenji,1880,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;white;fall;sports,Kalenji Ekiden Comfort Prime 2011. White Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Fall.,fashion-product-images,images/fpi/5405.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/5405.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=5405.jpg,2024-01-01T00:00:00+00:00,white,fall,sports
fpi_13199,ASICS Men Gel Resolution Running White Sports Shoes,ASICS,2345,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;white;fall;sports,ASICS Men Gel Resolution Running White Sports Shoes. White Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Fall.,fashion-product-images,images/fpi/13199.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/13199.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=13199.jpg,2024-01-01T00:00:00+00:00,white,fall,sports
fpi_39981,Gas Men Jack Grey Shoes,Gas,2467,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;grey;summer;casual,Gas Men Jack Grey Shoes. Grey Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/39981.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/39981.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=39981.jpg,2024-01-01T00:00:00+00:00,grey,summer,casual
fpi_17356,Puma Men Arizona Black Flip Flops,Puma,1966,4.0,50.0,men,western,flip-flops,Flip Flops,footwear,casual,men;western;flip-flops;casual;black;spring;casual,Puma Men Arizona Black Flip Flops. Black Flip Flops for men. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Spring.,fashion-product-images,images/fpi/17356.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/17356.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=17356.jpg,2024-01-01T00:00:00+00:00,black,spring,casual
fpi_47225,Franco Leone Men Black Formal Shoes,Franco,3154,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;black;summer;formal,Franco Leone Men Black Formal Shoes. Black Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Summer.,fashion-product-images,images/fpi/47225.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/47225.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=47225.jpg,2024-01-01T00:00:00+00:00,black,summer,formal
fpi_26614,Puma Men Complete Itana 2 Black Sports Shoes,Puma,2041,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;black;summer;sports,Puma Men Complete Itana 2 Black Sports Shoes. Black Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/26614.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/26614.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=26614.jpg,2024-01-01T00:00:00+00:00,black,summer,sports
fpi_3627,Puma Men Argon Black Sandal,Puma,1987,4.0,50.0,men,western,sandals,Sandals,footwear,casual,men;western;sandals;casual;black;summer;casual,Puma Men Argon Black Sandal. Black Sandals for men. Category: Sandal/Sandals. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/3627.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/3627.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=3627.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_38540,Puma Men Red California Shoes,Puma,2334,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;red;summer;casual,Puma Men Red California Shoes. Red Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/38540.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/38540.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=38540.jpg,2024-01-01T00:00:00+00:00,red,summer,casual
fpi_25572,Fila Men Superior Silver Sports Shoes,Fila,1881,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;silver;summer;sports,Fila Men Superior Silver Sports Shoes. Silver Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/25572.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/25572.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=25572.jpg,2024-01-01T00:00:00+00:00,silver,summer,sports
fpi_26539,ID Men White & Black Shoes,ID,2255,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;white;fall;casual,ID Men White & Black Shoes. White Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/26539.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/26539.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=26539.jpg,2024-01-01T00:00:00+00:00,white,fall,casual
fpi_39980,Gas Men Flint Brown Shoes,Gas,1894,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;brown;summer;casual,Gas Men Flint Brown Shoes. Brown Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/39980.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/39980.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=39980.jpg,2024-01-01T00:00:00+00:00,brown,summer,casual
fpi_44777,Lotto Men Grey Dolce Vita Shoes,Lotto,2042,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;grey;summer;casual,Lotto Men Grey Dolce Vita Shoes. Grey Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/44777.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/44777.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=44777.jpg,2024-01-01T00:00:00+00:00,grey,summer,casual
fpi_28662,Nike Men Lunar Flow Black Casual Shoes,Nike,2304,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;black;summer;casual,Nike Men Lunar Flow Black Casual Shoes. Black Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/28662.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/28662.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=28662.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_10180,United Colors of Benetton Men Speeder Yellow Flip Flops,United,2383,4.0,50.0,men,western,flip-flops,Flip Flops,footwear,casual,men;western;flip-flops;casual;yellow;fall;casual,United Colors of Benetton Men Speeder Yellow Flip Flops. Yellow Flip Flops for men. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/10180.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/10180.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=10180.jpg,2024-01-01T00:00:00+00:00,yellow,fall,casual
fpi_32506,Franco Leone Men Brown Sandals,Franco,2347,4.0,50.0,men,western,sandals,Sandals,footwear,casual,men;western;sandals;casual;brown;summer;casual,Franco Leone Men Brown Sandals. Brown Sandals for men. Category: Sandal/Sandals. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/32506.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/32506.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=32506.jpg,2024-01-01T00:00:00+00:00,brown,summer,casual
fpi_17760,Buckaroo Men New Pampa Black Formal Shoe,Buckaroo,2862,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;black;winter;formal,Buckaroo Men New Pampa Black Formal Shoe. Black Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Winter.,fashion-product-images,images/fpi/17760.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/17760.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=17760.jpg,2024-01-01T00:00:00+00:00,black,winter,formal
fpi_9407,Nike Men Court White Shoe,Nike,2472,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;white;fall;sports,Nike Men Court White Shoe. White Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Fall.,fashion-product-images,images/fpi/9407.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/9407.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=9407.jpg,2024-01-01T00:00:00+00:00,white,fall,sports
fpi_13165,Skechers Men Reliance Silver Sports Shoes,Skechers,2392,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;silver;fall;sports,Skechers Men Reliance Silver Sports Shoes. Silver Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Fall.,fashion-product-images,images/fpi/13165.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/13165.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=13165.jpg,2024-01-01T00:00:00+00:00,silver,fall,sports
fpi_9038,Buckaroo Men Medina Brown Formal Shoes,Buckaroo,2999,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;brown;winter;formal,Buckaroo Men Medina Brown Formal Shoes. Brown Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Winter.,fashion-product-images,images/fpi/9038.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/9038.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=9038.jpg,2024-01-01T00:00:00+00:00,brown,winter,formal
fpi_42089,ADIDAS Men White Corona Sports Shoes,ADIDAS,2290,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;white;summer;sports,ADIDAS Men White Corona Sports Shoes. White Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/42089.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/42089.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=42089.jpg,2024-01-01T00:00:00+00:00,white,summer,sports
fpi_7040,Numero Uno Men's Navy Blue Shoe,Numero,2057,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;navy blue;summer;casual,Numero Uno Men's Navy Blue Shoe. Navy Blue Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/7040.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/7040.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=7040.jpg,2024-01-01T00:00:00+00:00,navy blue,summer,casual
fpi_2398,Red Tape Men's Semi Black Casual Shoe,Red,2332,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;black;winter;casual,Red Tape Men's Semi Black Casual Shoe. Black Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/2398.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/2398.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=2398.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_20948,ADIDAS Men Adi Neo Tread Black Flip Flops,ADIDAS,2215,4.0,50.0,men,western,flip-flops,Flip Flops,footwear,casual,men;western;flip-flops;casual;black;fall;casual,ADIDAS Men Adi Neo Tread Black Flip Flops. Black Flip Flops for men. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/20948.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/20948.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=20948.jpg,2024-01-01T00:00:00+00:00,black,fall,casual
fpi_37241,United Colors of Benetton Men Black Shoes,United,2416,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;black;summer;casual,United Colors of Benetton Men Black Shoes. Black Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/37241.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/37241.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=37241.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_32552,Playboy Men Black Shoes,Playboy,2497,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;black;summer;casual,Playboy Men Black Shoes. Black Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/32552.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/32552.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=32552.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_25465,Nike Men Downshifter 4 MSL White Sports Shoes,Nike,2183,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;white;summer;sports,Nike Men Downshifter 4 MSL White Sports Shoes. White Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Summer.,fashion-product-images,images/fpi/25465.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/25465.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=25465.jpg,2024-01-01T00:00:00+00:00,white,summer,sports
fpi_23846,ADIDAS Men White Galaxy Elite Sports Shoes,ADIDAS,1887,4.0,50.0,men,western,sports-shoes,Sports Shoes,footwear,sports,men;western;sports-shoes;sports;white;fall;sports,ADIDAS Men White Galaxy Elite Sports Shoes. White Sports Shoes for men. Category: Shoes/Sports Shoes. Intended usage: Sports. Season: Fall.,fashion-product-images,images/fpi/23846.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/23846.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=23846.jpg,2024-01-01T00:00:00+00:00,white,fall,sports
fpi_33351,Homme Men Black Formal Shoes,Homme,3078,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;black;summer;formal,Homme Men Black Formal Shoes. Black Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Summer.,fashion-product-images,images/fpi/33351.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/33351.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=33351.jpg,2024-01-01T00:00:00+00:00,black,summer,formal
fpi_30251,Numero Uno Men Green Flip Flops,Numero,2266,4.0,50.0,men,western,flip-flops,Flip Flops,footwear,casual,men;western;flip-flops;casual;green;summer;casual,Numero Uno Men Green Flip Flops. Green Flip Flops for men. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/30251.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/30251.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=30251.jpg,2024-01-01T00:00:00+00:00,green,summer,casual
